failed_login_count,unique_source_ips,request_count,connection_count,bytes_transferred,destination_count,login_success_after_failures,event_frequency_per_min,unusual_time_indicator,privileged_command_flag,high_risk_port_flag,internal_to_external_flag,attack_type
1,1,11,9,3206.9015723459747,3,0.0,2.0144051447401807,1,0.0,0.0,1.0,Normal
0,1,1,8,2971.716930715639,3,0.0,8.081570210627508,1,0.0,0.0,0.0,Normal
2,1,5,3,2105.284974747379,2,0.0,5.568042241994734,0,0.0,0.0,0.0,Normal
0,1,9,5,12037.232181440608,1,0.0,1.1034817515756798,0,0.0,0.0,0.0,Normal
47,2,94,15,3490.863293550253,1,1.0,96.04396983626694,0,0.0,0.0,0.0,Brute Force
0,1,2,8,9004.866474250777,3,0.0,5.919845952730573,0,0.0,0.0,0.0,Normal
1,1,4,7,1051.1088056408414,2,0.0,3.2069762054863835,0,0.0,0.0,1.0,Normal
0,1,12,2,11388.627583686346,1,0.0,1.625381422773877,1,0.0,0.0,0.0,Normal
2,5,61,41,59060.95151692722,7,1.0,56.86103485117462,1,0.0,1.0,0.0,Lateral Movement
0,2,9,3,3525.750268690268,2,0.0,1.1801322385563953,0,0.0,0.0,0.0,Normal
10,1,92,16,1839.4719981650096,1,0.0,66.61345368279771,1,0.0,0.0,0.0,Brute Force
0,1,14,1,2581.113079154006,3,0.0,6.438168676873889,0,0.0,0.0,0.0,Normal
0,1,1,8,522.5205017788171,2,0.0,7.890310574119542,0,0.0,0.0,0.0,Normal
0,1,6,6,1481.297723456099,3,0.0,6.867589104857532,0,0.0,0.0,0.0,Normal
0,1,13,3,2588.248688226849,1,0.0,9.907969741120805,0,0.0,0.0,1.0,Normal
0,1,9,9,11239.683294601728,3,0.0,1.2633589825059897,0,0.0,0.0,0.0,Normal
0,1,3,9,6767.4093277951515,3,0.0,1.1867398636634103,0,0.0,0.0,0.0,Normal
1,1,34,34,94425248.0004894,4,0.0,49.02053464739058,0,1.0,0.0,1.0,Data Exfiltration
0,1,8,8,2278.5032970156412,2,0.0,3.2703346943881395,0,0.0,0.0,0.0,Normal
0,1,9,1,4577.756732818584,3,0.0,9.020050070080385,0,0.0,0.0,0.0,Normal
0,1,13,2,2674.808790616555,1,0.0,6.805928846421399,1,0.0,0.0,0.0,Normal
0,1,4,1,3453.055646210677,3,0.0,2.702881047751988,1,0.0,0.0,0.0,Normal
1,1,16,4,11103.003405324294,1,1.0,15.903756662980902,1,1.0,0.0,0.0,Privilege Escalation
0,1,3,4,227.48321008020315,2,0.0,8.217676045203135,0,0.0,0.0,0.0,Normal
1,1,5,1,2553.812500324482,1,0.0,4.584793310772142,0,0.0,0.0,0.0,Normal
3,1,17,9,6573.160355977358,1,1.0,14.971954994928115,1,1.0,1.0,0.0,Privilege Escalation
4,2,41,34,182816.23695292187,9,1.0,31.01993350148672,0,0.0,1.0,0.0,Lateral Movement
25,1,51,31,3046.856138077417,1,0.0,32.99162924879491,1,0.0,0.0,0.0,Brute Force
7,2,20,40,2121.506071732522,1,0.0,30.481169610354524,1,0.0,0.0,0.0,Brute Force
0,1,7,1,13.358669569583046,1,0.0,9.668668505769011,0,0.0,0.0,0.0,Normal
0,1,2,4,4279.346669826973,2,0.0,8.387592972208198,0,0.0,0.0,0.0,Normal
0,1,12,7,1881.2925097710634,2,0.0,6.059300090577181,0,0.0,0.0,0.0,Normal
2,2,3,9,7731.393749592437,1,0.0,7.351188818071442,0,0.0,0.0,0.0,Normal
2,1,11,3,12724.528656171451,2,0.0,19.22250681463005,1,1.0,0.0,1.0,Privilege Escalation
0,1,11,6,2124.5783283327287,2,0.0,9.620817038898185,0,0.0,0.0,0.0,Normal
0,1,4,1,8255.68289280089,1,0.0,2.378332752973817,0,0.0,0.0,0.0,Normal
0,1,10,3,963.0860556417496,3,0.0,3.5476879532533916,0,0.0,0.0,0.0,Normal
0,2,21,9,15910.55801409148,1,1.0,9.104282126104717,1,1.0,0.0,0.0,Privilege Escalation
2,1,10,11,9425.771096108272,1,1.0,13.792677271668351,0,1.0,1.0,1.0,Privilege Escalation
0,1,3,5,9856.584089278622,1,0.0,4.526374359006379,0,0.0,0.0,0.0,Normal
35,1,65,42,500.3858113063786,1,0.0,30.829763478981242,1,0.0,0.0,0.0,Brute Force
0,1,14,1,3432.61855698278,2,0.0,1.4606176210138848,0,0.0,0.0,0.0,Normal
1,1,4,3,4081.1046988383114,3,0.0,5.945980359577579,0,0.0,0.0,0.0,Normal
1,1,4,9,4281.620983978878,2,0.0,3.3881605450785184,1,0.0,0.0,0.0,Normal
0,1,5,7,537.3172152100979,1,0.0,6.474972296322919,0,0.0,0.0,0.0,Normal
12,3,87,51,2421.6669413120453,1,0.0,94.81000069873798,0,0.0,0.0,0.0,Brute Force
0,1,6,8,2309.733921248556,3,0.0,7.316699595855582,0,0.0,0.0,0.0,Normal
0,1,2,3,3835.2042985653743,3,0.0,9.897314311236988,0,0.0,0.0,0.0,Normal
0,1,6,1,4685.188247200033,2,0.0,6.730487606227526,0,0.0,0.0,0.0,Normal
1,1,40,38,34224443.56496695,2,0.0,32.508203890801454,1,0.0,0.0,1.0,Data Exfiltration
0,1,13,6,238.0585025322744,2,0.0,4.749377326245488,0,0.0,0.0,0.0,Normal
0,1,8,6,6558.475371858204,2,0.0,5.800666376309431,0,0.0,0.0,0.0,Normal
0,1,3,4,6990.419244226762,3,0.0,3.792131666494034,1,0.0,0.0,0.0,Normal
0,2,3,5,13755.94505191167,2,0.0,6.237728267606329,0,0.0,0.0,0.0,Normal
0,1,13,2,16307.190959388241,1,0.0,4.872056530618739,0,0.0,0.0,0.0,Normal
36,2,96,19,2905.252644133902,1,0.0,32.89711348649715,0,0.0,0.0,0.0,Brute Force
0,1,6,9,8201.603712988854,1,0.0,4.993834400023019,0,0.0,0.0,0.0,Normal
1,1,4,4,96.41185684017972,2,0.0,6.422602037978398,0,0.0,0.0,0.0,Normal
1,1,50,17,38953006.29246112,3,0.0,25.42369987107431,1,1.0,0.0,1.0,Data Exfiltration
0,1,5,4,2935.5149161133236,2,0.0,1.3552080676690177,0,0.0,0.0,0.0,Normal
1,4,37,36,109133.1029925033,5,0.0,49.523280067571775,1,1.0,1.0,0.0,Lateral Movement
0,1,2,6,2135.755955337552,1,0.0,9.202863779543808,0,0.0,0.0,0.0,Normal
0,2,14,5,6445.082900825279,3,0.0,6.856960508034493,0,0.0,0.0,0.0,Normal
0,1,1,8,6628.90670493811,1,0.0,6.158214411886634,0,0.0,0.0,0.0,Normal
1,1,5,8,564.4793456958906,2,0.0,3.0408242224997055,1,0.0,0.0,0.0,Normal
0,1,5,9,4477.532674002953,2,0.0,6.283232937403863,0,0.0,0.0,0.0,Normal
0,1,2,3,5527.485323233332,2,0.0,4.524687603584353,0,0.0,0.0,0.0,Normal
9,1,56,48,2067.0651138847625,1,0.0,66.53229088146792,0,0.0,0.0,0.0,Brute Force
0,1,1,6,15769.7554022338,3,0.0,5.243647342564462,0,0.0,0.0,0.0,Normal
2,1,11,7,783.7921573510787,1,0.0,1.7575339290418346,0,0.0,0.0,0.0,Normal
0,3,39,31,40903.865190302065,6,1.0,30.89073874563971,1,0.0,1.0,0.0,Lateral Movement
46,1,41,44,1172.1741823861316,1,1.0,62.29854586431536,0,0.0,1.0,0.0,Brute Force
0,1,4,2,5439.297277686558,3,0.0,4.89383042165294,0,0.0,0.0,0.0,Normal
0,1,11,1,6127.153124951189,1,0.0,9.254993906279605,0,0.0,0.0,0.0,Normal
15,1,43,23,1929.0014194316839,1,1.0,39.856574274812324,1,0.0,1.0,0.0,Brute Force
0,1,12,1,1625.5122071211806,2,0.0,4.122720985330167,0,0.0,0.0,0.0,Normal
44,1,28,25,3622.0815699888117,2,1.0,88.040586927145,1,0.0,0.0,0.0,Brute Force
0,1,3,7,79.30552645383844,2,0.0,3.570839836462497,0,0.0,0.0,0.0,Normal
0,2,48,23,342479.1374192329,9,1.0,16.710060649903102,1,1.0,1.0,0.0,Lateral Movement
0,1,6,3,20565.353341916107,2,0.0,7.800501986417548,0,0.0,0.0,0.0,Normal
0,1,12,6,2530.9096480032617,3,0.0,4.204953095670635,0,0.0,0.0,0.0,Normal
0,1,7,8,2863.873793856117,1,0.0,4.621876530830127,0,0.0,0.0,0.0,Normal
0,1,3,6,2037.7565654663488,3,0.0,5.582432162886929,0,0.0,0.0,0.0,Normal
0,1,12,4,1781.4428409638824,1,0.0,3.941620274176441,0,0.0,0.0,0.0,Normal
0,1,3,6,3183.085959077233,3,0.0,7.685679080029567,0,1.0,0.0,0.0,Normal
0,1,5,8,4513.76864240209,2,0.0,2.99321724728683,0,0.0,0.0,0.0,Normal
19,2,48,51,1739.5938748209,1,1.0,60.1438397663665,1,0.0,0.0,0.0,Brute Force
1,1,10,6,3611.890031044164,3,0.0,4.9145097736663725,0,0.0,0.0,0.0,Normal
0,1,2,1,8146.762764806967,2,0.0,1.6075110598514877,0,0.0,0.0,0.0,Normal
0,1,3,7,4447.225897828361,2,0.0,8.233348816149554,0,0.0,0.0,0.0,Normal
19,1,37,24,3028.8063748369163,1,1.0,42.09655141990102,0,0.0,1.0,0.0,Brute Force
0,1,13,13,10264.634708388436,2,1.0,17.45855072574105,1,1.0,1.0,1.0,Privilege Escalation
0,1,10,1,490.6443960126562,2,0.0,3.0049672624139547,0,0.0,0.0,0.0,Normal
0,1,10,6,88.11249194870042,2,0.0,5.177760601794679,0,0.0,0.0,0.0,Normal
1,1,11,6,2503.4246982384234,3,0.0,9.449163187775717,0,0.0,0.0,0.0,Normal
34,1,41,45,3377.113913948277,1,0.0,94.17489564236587,0,0.0,1.0,0.0,Brute Force
1,1,14,9,652.4719077149929,3,0.0,3.382285399399059,0,0.0,0.0,0.0,Normal
36,1,62,34,3479.178895618685,1,1.0,67.62464426667202,0,0.0,0.0,0.0,Brute Force
0,1,5,3,2865.949490479142,3,0.0,6.910420312089793,1,0.0,0.0,0.0,Normal
0,5,53,45,303495.6011983607,11,1.0,50.967927431099056,1,0.0,1.0,0.0,Lateral Movement
0,1,5,6,4378.571454029026,2,0.0,7.516875184951463,0,0.0,0.0,0.0,Normal
1,1,20,32,146121901.89152455,3,0.0,36.81266321409244,1,0.0,0.0,1.0,Data Exfiltration
1,1,35,31,133618737.14674883,2,0.0,11.102208891230646,0,1.0,1.0,1.0,Data Exfiltration
0,1,13,6,1415.0465370645406,2,1.0,23.04476824924227,1,1.0,1.0,0.0,Privilege Escalation
0,1,41,10,48722216.211729035,4,0.0,10.537798178461987,1,1.0,0.0,1.0,Data Exfiltration
0,2,1,5,3740.6098567865474,2,0.0,4.082711566300863,0,0.0,0.0,0.0,Normal
0,2,53,10,72389319.45506938,1,0.0,19.645487469933627,1,0.0,1.0,1.0,Data Exfiltration
1,2,19,12,136644576.13067678,1,1.0,37.88971671118986,1,0.0,1.0,1.0,Data Exfiltration
0,2,5,4,1789.1363315033907,2,0.0,5.700254719210885,0,0.0,0.0,0.0,Normal
31,1,97,59,2039.8613176177428,2,0.0,92.96132968608686,0,0.0,0.0,0.0,Brute Force
2,1,5,8,10865.845409837664,1,1.0,8.391512825138985,1,1.0,0.0,1.0,Privilege Escalation
0,1,12,5,11751.32264771282,2,0.0,9.976295633947334,0,0.0,0.0,0.0,Normal
0,1,3,1,887.5886907177446,3,0.0,3.6564043493965475,0,0.0,0.0,0.0,Normal
0,2,10,6,2219.7899542949262,1,0.0,7.06387451166797,0,0.0,0.0,0.0,Normal
0,1,3,2,12712.019985565215,1,0.0,8.628806319868385,0,0.0,0.0,0.0,Normal
0,1,5,5,2265.821530339324,3,0.0,3.2280255607177804,0,0.0,0.0,0.0,Normal
0,1,3,3,1386.9141943797656,3,0.0,9.697000904250793,0,0.0,0.0,0.0,Normal
0,1,6,8,3905.931893041773,1,0.0,7.764910094893341,0,0.0,0.0,0.0,Normal
0,1,1,1,22111.324184260575,2,0.0,6.839634958250633,0,0.0,0.0,0.0,Normal
0,1,11,2,3842.5698166174434,3,0.0,9.327222882560488,0,0.0,0.0,0.0,Normal
2,4,67,39,94746.51164813379,11,0.0,48.96176469121925,0,1.0,1.0,0.0,Lateral Movement
0,1,2,1,6725.958506564754,3,0.0,9.92273541583423,0,0.0,0.0,0.0,Normal
0,1,14,2,6980.552035199094,2,0.0,8.425823147180587,0,0.0,0.0,0.0,Normal
0,4,67,37,458086.69957258395,11,0.0,47.05958118479151,0,0.0,1.0,0.0,Lateral Movement
1,1,3,6,2493.732127422124,3,0.0,4.85187554991332,0,0.0,0.0,0.0,Normal
19,1,52,41,3724.6919593172256,1,1.0,104.89330086093413,1,0.0,1.0,0.0,Brute Force
1,1,8,2,5512.148998721047,2,0.0,8.594814704658376,0,0.0,0.0,0.0,Normal
0,1,2,2,6505.430453154907,2,0.0,4.062983575952861,0,0.0,0.0,0.0,Normal
1,5,46,37,323893.39569836296,10,1.0,51.55252649988762,1,0.0,1.0,0.0,Lateral Movement
0,1,52,37,140820172.06465834,4,1.0,20.367174748292918,1,0.0,1.0,1.0,Data Exfiltration
0,1,8,2,4190.7015030990415,3,0.0,8.762678256040221,0,0.0,0.0,0.0,Normal
0,1,3,8,2565.7843309453247,1,0.0,6.3077987601039265,0,0.0,0.0,0.0,Normal
0,1,4,2,736.2326487243429,2,0.0,5.091251550176885,0,0.0,0.0,0.0,Normal
0,1,14,3,3592.0655045240796,2,0.0,2.5309112156935294,0,0.0,0.0,0.0,Normal
0,1,6,7,223.7623310612409,3,0.0,9.710988849409768,0,0.0,0.0,0.0,Normal
0,1,12,4,1186.7514387757196,3,0.0,4.102841685423661,0,0.0,0.0,0.0,Normal
0,1,8,7,1676.3577054487191,3,0.0,1.3860730989421453,0,0.0,0.0,0.0,Normal
0,1,9,8,983.0197781354572,3,0.0,7.051613939167695,0,0.0,0.0,0.0,Normal
1,1,13,8,2280.434044012702,3,0.0,8.931592067514725,0,0.0,0.0,0.0,Normal
1,1,11,8,6157.917850959086,2,0.0,4.400970766954515,0,0.0,0.0,0.0,Normal
1,1,6,7,2076.266972357626,1,0.0,9.733454405132388,0,0.0,0.0,0.0,Normal
0,1,12,2,1024.1090683764362,1,0.0,5.727352120461449,0,0.0,0.0,0.0,Normal
0,1,1,2,11119.095357461907,3,0.0,6.104472033549381,0,0.0,0.0,0.0,Normal
0,1,5,2,1670.7977991625992,1,0.0,9.802307699971164,0,0.0,0.0,0.0,Normal
0,1,2,3,5358.415370585127,1,0.0,2.9768008874611844,0,0.0,0.0,0.0,Normal
3,1,5,8,3185.538795654326,1,1.0,16.25689141808671,1,1.0,0.0,0.0,Privilege Escalation
0,1,6,7,250.2705331495659,2,0.0,3.4268307547565047,0,0.0,0.0,0.0,Normal
3,3,51,48,234087.6444219371,6,1.0,34.077722952411605,1,0.0,0.0,0.0,Lateral Movement
0,1,12,6,2248.874984600456,3,0.0,4.421051729871078,0,0.0,0.0,0.0,Normal
0,1,12,9,4115.783904161661,1,0.0,6.650048563447042,0,0.0,0.0,0.0,Normal
1,1,9,7,11782.45684716394,2,1.0,18.80919931824144,1,1.0,0.0,0.0,Privilege Escalation
0,1,4,8,2785.7239230356336,2,0.0,6.991917794308373,0,0.0,0.0,0.0,Normal
1,4,33,25,260491.44991476153,4,1.0,16.194585133497434,0,1.0,0.0,0.0,Lateral Movement
5,2,43,36,1179.3631850848783,1,1.0,67.2853902206986,1,0.0,0.0,0.0,Brute Force
2,2,11,4,13790.866742087863,1,1.0,14.251980076090005,0,1.0,1.0,1.0,Privilege Escalation
2,1,17,7,11702.19760434739,2,0.0,22.89991939209546,1,1.0,0.0,0.0,Privilege Escalation
0,1,1,4,1729.9047399036808,2,0.0,1.8789496912907238,0,0.0,0.0,0.0,Normal
0,1,12,4,230.53164946223944,2,0.0,8.807058598499742,0,0.0,0.0,0.0,Normal
0,1,4,4,11408.198817902541,2,0.0,1.7744909021749107,0,0.0,0.0,0.0,Normal
1,2,7,7,2242.248850399487,2,0.0,4.765905640695653,0,0.0,0.0,0.0,Normal
0,1,8,5,556.0093721023811,3,0.0,2.1176177934656746,0,0.0,0.0,0.0,Normal
0,1,10,1,6764.631637019857,2,0.0,3.7670463546521673,0,0.0,0.0,0.0,Normal
46,1,91,15,2693.414657788752,1,1.0,96.09562885532713,1,0.0,0.0,0.0,Brute Force
0,1,4,9,2309.6066583696766,3,0.0,6.561757421625766,0,0.0,0.0,1.0,Normal
1,2,13,8,9542.772180147913,1,1.0,24.93709918512646,0,1.0,0.0,0.0,Privilege Escalation
0,1,7,1,2900.2327540132187,1,0.0,4.698476498985827,0,0.0,0.0,0.0,Normal
0,1,12,4,9134.596950794916,1,0.0,1.506429497932395,0,0.0,0.0,0.0,Normal
0,1,26,36,79566011.60860425,1,0.0,46.53293025630799,1,0.0,0.0,1.0,Data Exfiltration
0,1,4,7,310.54930731023023,3,0.0,9.031242027476278,0,0.0,0.0,0.0,Normal
0,1,4,3,1428.2109349460732,1,0.0,3.375700630620333,0,0.0,0.0,0.0,Normal
0,1,21,35,145442026.5049786,3,0.0,10.840963474916677,1,0.0,1.0,1.0,Data Exfiltration
1,3,43,21,392974.63145889115,5,1.0,46.16845064893809,1,0.0,1.0,0.0,Lateral Movement
1,5,23,44,302044.7835508999,8,0.0,56.93130800670241,1,0.0,0.0,1.0,Lateral Movement
0,1,10,6,1267.4094614036794,1,0.0,6.825884260783891,0,1.0,0.0,0.0,Normal
1,1,14,9,3940.4756602829925,2,1.0,20.93954273218622,1,1.0,1.0,1.0,Privilege Escalation
0,1,1,6,3720.273803195084,2,0.0,2.8324244416118933,0,0.0,0.0,0.0,Normal
0,1,2,4,17786.487434329083,3,0.0,9.814561572396155,0,0.0,0.0,0.0,Normal
0,1,13,8,1457.1715919719904,2,0.0,9.852317127858985,0,0.0,0.0,0.0,Normal
0,1,14,7,1822.1714999498383,3,0.0,5.696099354236098,0,0.0,0.0,0.0,Normal
2,2,56,37,282614.44526465546,8,0.0,36.54959840812924,1,0.0,1.0,0.0,Lateral Movement
3,1,45,27,51446193.16761512,3,1.0,30.980187588823156,1,0.0,1.0,1.0,Data Exfiltration
3,4,33,43,273092.7207604218,4,1.0,28.85821838240792,0,1.0,1.0,0.0,Lateral Movement
0,1,4,4,248.8429562121693,2,0.0,7.450988093508037,0,0.0,0.0,0.0,Normal
1,1,24,25,24030473.140828606,3,0.0,33.90303205607259,1,0.0,0.0,1.0,Data Exfiltration
0,1,3,7,16347.906293835576,1,0.0,5.190359543541318,0,0.0,0.0,0.0,Normal
0,1,6,4,3538.6403873716617,3,0.0,3.6855182968289264,0,0.0,0.0,0.0,Normal
0,1,9,6,691.9886071772877,2,0.0,5.952376880732602,0,0.0,0.0,0.0,Normal
0,1,1,1,15296.19283629718,1,0.0,4.288550847607807,0,0.0,0.0,1.0,Normal
2,4,40,41,220082.24492158656,9,0.0,40.090815903978964,0,1.0,1.0,0.0,Lateral Movement
0,1,3,3,3058.470548879151,3,0.0,5.938091876344572,0,0.0,0.0,0.0,Normal
0,1,7,5,4627.062291723826,3,0.0,8.564432575741723,0,0.0,0.0,0.0,Normal
0,1,14,5,24075.4349524505,3,0.0,3.3879400060841625,0,0.0,0.0,0.0,Normal
0,1,55,38,100903231.74073665,2,1.0,25.925910252225766,1,0.0,0.0,1.0,Data Exfiltration
0,1,2,5,1171.2779120683242,2,0.0,1.299680052086548,0,0.0,0.0,0.0,Normal
0,1,6,8,2802.6866676396876,1,0.0,7.1398054533987505,0,0.0,0.0,0.0,Normal
1,1,14,7,1125.1900071616421,3,0.0,4.281131415018267,0,0.0,0.0,1.0,Normal
1,1,46,11,80077180.68127213,1,0.0,32.451475103310976,1,1.0,1.0,1.0,Data Exfiltration
1,1,13,7,694.9440491992872,2,0.0,4.841980261382494,0,0.0,0.0,0.0,Normal
2,3,26,17,439485.0671489364,7,0.0,25.859569956126485,1,0.0,1.0,0.0,Lateral Movement
2,1,7,5,4194.659395353788,3,0.0,2.6434125827405026,0,0.0,0.0,0.0,Normal
17,1,57,55,2284.2417800955445,2,0.0,114.25134187936207,1,0.0,0.0,0.0,Brute Force
0,1,11,9,1582.8708599240163,3,0.0,5.356412883643412,0,0.0,0.0,0.0,Normal
1,1,2,8,7858.060891051108,1,0.0,4.400364554604145,0,0.0,0.0,0.0,Normal
0,1,2,9,2052.4422769883204,3,0.0,5.774554900805887,0,0.0,0.0,0.0,Normal
2,1,54,24,25453374.61735072,4,0.0,43.740782308328725,1,1.0,1.0,1.0,Data Exfiltration
0,1,19,13,17229.54342009408,1,1.0,14.630818867802166,1,1.0,0.0,1.0,Privilege Escalation
0,1,14,3,4355.756047852048,1,0.0,9.720713172897963,0,0.0,0.0,0.0,Normal
27,2,74,55,3356.668719657573,1,1.0,50.07485592355714,0,0.0,1.0,0.0,Brute Force
0,1,2,8,986.8873569254604,3,0.0,3.7802831463547255,0,0.0,0.0,0.0,Normal
1,1,44,30,129669104.73210643,4,0.0,24.294231410462885,1,1.0,1.0,1.0,Data Exfiltration
0,2,4,6,3042.80329076382,1,0.0,4.8164696669304305,1,0.0,0.0,0.0,Normal
2,3,26,35,100677.84601329472,5,1.0,29.865430766975347,1,1.0,1.0,0.0,Lateral Movement
29,1,44,29,1662.8360306381564,1,1.0,55.226267501951256,0,0.0,0.0,0.0,Brute Force
40,1,89,16,2344.637637211596,1,1.0,48.50807011044559,1,0.0,0.0,0.0,Brute Force
0,1,1,8,1095.8307923190123,2,0.0,4.858853569331536,0,0.0,0.0,0.0,Normal
0,1,1,5,6954.469492995116,2,0.0,8.612096200468187,1,0.0,0.0,0.0,Normal
1,1,3,7,2154.463166517013,2,0.0,9.250131925722947,0,0.0,0.0,0.0,Normal
2,1,4,7,4194.067597107635,2,0.0,9.597575764016401,0,0.0,0.0,0.0,Normal
3,1,9,9,13802.836386490768,2,0.0,8.58547769202788,0,1.0,0.0,1.0,Privilege Escalation
1,1,7,5,14502.636224451206,2,0.0,4.304028308802488,0,0.0,0.0,0.0,Normal
1,2,41,34,263868.05594913824,8,1.0,50.40433989331691,1,0.0,1.0,0.0,Lateral Movement
0,1,9,1,5625.87646771558,1,0.0,8.369694646867677,0,0.0,0.0,0.0,Normal
0,1,7,8,10673.193133563986,1,0.0,9.383463040501434,0,0.0,0.0,0.0,Normal
0,1,3,1,4324.866156336501,3,0.0,5.618913925885732,0,0.0,0.0,0.0,Normal
0,1,24,6,6322.838048059856,2,1.0,24.262722617372894,1,1.0,0.0,0.0,Privilege Escalation
0,1,4,5,5758.229800741085,3,0.0,3.44473117670887,0,0.0,0.0,0.0,Normal
0,1,4,5,11212.558090055903,1,0.0,4.1409109721274175,0,0.0,0.0,0.0,Normal
0,1,6,9,5487.117032156459,1,0.0,2.478633107738635,0,0.0,0.0,0.0,Normal
43,1,66,51,3920.770177680227,1,0.0,34.38822889111792,1,0.0,0.0,0.0,Brute Force
0,1,7,6,1404.1251841362518,1,0.0,3.78286962876394,0,0.0,0.0,0.0,Normal
0,1,3,1,10484.306106320959,3,0.0,3.9301914983439556,0,0.0,0.0,0.0,Normal
0,1,12,5,1723.574589184283,1,0.0,5.256342184275371,0,0.0,0.0,0.0,Normal
0,1,7,4,1455.5133887499821,3,0.0,7.365647851673819,0,0.0,0.0,0.0,Normal
0,1,13,5,4117.643317246886,1,0.0,2.4432931891441667,0,0.0,0.0,0.0,Normal
0,2,9,7,3833.519850468043,2,0.0,8.803284388990155,0,0.0,0.0,0.0,Normal
0,1,4,5,2820.0952471206083,2,0.0,6.967210944919615,0,0.0,0.0,0.0,Normal
0,1,13,5,494.5164769578159,1,0.0,6.627553757916384,0,0.0,0.0,0.0,Normal
1,1,7,5,2276.730046408724,1,0.0,7.2416253121747225,0,0.0,0.0,0.0,Normal
1,1,5,7,3387.173408590717,2,0.0,2.8826751707275826,0,0.0,0.0,1.0,Normal
1,1,26,36,117211022.82045336,1,1.0,22.948075652257653,1,1.0,1.0,1.0,Data Exfiltration
1,1,8,5,7484.375549028299,1,0.0,2.200460441885559,1,0.0,0.0,0.0,Normal
1,3,39,41,242801.37723254116,5,0.0,42.58600177552138,1,1.0,1.0,0.0,Lateral Movement
0,1,5,1,5509.747652035963,2,0.0,5.3714384145640635,0,0.0,0.0,0.0,Normal
0,1,9,7,3849.312482782108,3,0.0,2.8600564401016824,0,0.0,0.0,0.0,Normal
0,1,10,4,158.15378663627058,1,0.0,5.460979440672272,0,0.0,0.0,0.0,Normal
1,1,13,1,412.17816016143547,2,0.0,7.262772549388293,0,0.0,0.0,0.0,Normal
0,1,20,10,7436.974066349765,2,1.0,9.01257023514006,0,1.0,0.0,0.0,Privilege Escalation
1,1,47,28,28201020.243402533,2,1.0,44.59114652066199,1,0.0,1.0,1.0,Data Exfiltration
0,1,12,2,4916.602258676648,3,0.0,4.219093821751968,0,0.0,0.0,0.0,Normal
0,1,6,9,4812.245100845536,2,0.0,4.664485558802083,0,0.0,0.0,0.0,Normal
0,1,13,5,9036.688375354594,3,0.0,7.082062783041083,0,0.0,0.0,0.0,Normal
1,1,6,1,2224.8915495476676,2,0.0,7.143239528583517,0,0.0,0.0,0.0,Normal
1,1,10,4,1484.041153991576,2,0.0,6.508986197507724,0,0.0,0.0,0.0,Normal
0,1,9,5,320.6971144465412,1,0.0,5.363843271374428,0,0.0,0.0,0.0,Normal
1,1,11,7,4820.5386551403735,2,0.0,8.35372348697524,0,0.0,0.0,0.0,Normal
36,2,42,36,1174.091891415107,2,1.0,78.11445491001382,1,0.0,0.0,0.0,Brute Force
0,1,14,13,1120.1969175668535,2,1.0,16.00566269639055,1,1.0,1.0,0.0,Privilege Escalation
0,2,14,2,872.3392164341401,3,0.0,6.119071143887575,0,0.0,0.0,0.0,Normal
40,1,25,35,2600.057778307933,1,0.0,88.3127142444123,1,0.0,0.0,0.0,Brute Force
1,3,59,36,342435.0834062801,4,1.0,43.91976337801697,1,1.0,1.0,0.0,Lateral Movement
0,1,8,5,1801.9244626494874,3,0.0,2.2012210402269314,0,0.0,0.0,0.0,Normal
0,1,4,3,7395.389969517781,1,0.0,2.840593335003593,0,0.0,0.0,0.0,Normal
0,1,7,5,1318.819735406472,2,0.0,4.406275456546344,0,0.0,0.0,0.0,Normal
40,1,62,22,1334.9968338099259,1,0.0,100.99511881726652,0,0.0,0.0,0.0,Brute Force
0,1,7,1,1736.425440327223,2,0.0,2.363344449884968,0,0.0,0.0,0.0,Normal
0,1,7,9,1271.061561796564,2,0.0,3.8738649384805948,0,0.0,0.0,0.0,Normal
0,1,9,6,12864.713260884668,3,0.0,1.3783276197137864,0,0.0,0.0,0.0,Normal
0,1,5,1,4343.688528417055,1,0.0,4.1381316008647,0,0.0,0.0,0.0,Normal
1,2,11,5,6223.157881421064,2,0.0,8.246990887421555,0,0.0,0.0,0.0,Normal
0,1,8,7,1453.9946534803,3,0.0,3.0681611524473342,0,0.0,0.0,0.0,Normal
0,1,14,6,2592.6585555623233,1,0.0,2.681641175079583,0,1.0,0.0,0.0,Normal
25,1,49,27,2974.251973158648,1,1.0,112.87758827516295,1,0.0,1.0,0.0,Brute Force
0,1,12,8,5006.428919229118,3,0.0,6.023273440626481,0,0.0,0.0,0.0,Normal
1,1,10,1,5717.732153508787,3,0.0,7.317536508824547,0,0.0,0.0,0.0,Normal
0,1,12,10,4601.680352490892,2,1.0,5.858742391649492,1,1.0,1.0,0.0,Privilege Escalation
0,1,2,3,3661.7976083124504,3,0.0,5.714587708631604,0,0.0,0.0,0.0,Normal
0,1,8,5,3029.4352259796474,2,0.0,7.090018800992949,0,0.0,0.0,0.0,Normal
1,1,6,1,7306.684312663775,3,0.0,6.058131890887217,0,0.0,0.0,1.0,Normal
0,1,30,22,41748045.87330863,4,1.0,12.175270207255537,1,1.0,1.0,1.0,Data Exfiltration
11,2,23,31,1370.910444830591,1,0.0,107.5791551860093,1,0.0,1.0,0.0,Brute Force
